Attribute number ,Brand,Model,Model Version,Year,Price (₹),Engine Capacity (cc),Power (hp),Torque (Nm),Top Speed (km/h),Fuel Type,Electric,Transmission Type,ABS,Fuel Tank Capacity (litres),Mileage (kmpl or km/charge),Weight (kg),Type,Country of Origin,Launch Year,Emission Standard,Wheel Type,Cooling Type,Braking System,Battery Capacity (kWh),Range per Charge (km),Charging Time (hours),Length (mm),Width (mm),Height (mm),Seat Height (mm),Seat Type,Wheelbase (mm),Max Power (bhp),Max Power (hp),Max Power (kW),Engine Displacement (cc),Engine Cylinders,Ignition System,Transmission,CO2 (g/km),Max Torque (Nm),Where Available,First Available Date/Release Date,Engine Compression Ratio,Acceleration 0-100 km/h (s),Top Speed (kmph),Storage,Warranty (y),Conclude Date
O623,Hero,Xtreme 160R,Stealth Edition,2020,-198045.151738227,214.799325198887,9.6503812781278,17.0691242124213,104.32403240324,Petrol,No,Manual,Yes,9.59600822504362,63.2555715571558,140.316201620162,Commuter,China,2019.26676867687,BS6,Alloy,Liquid,Disc,2.97467437258445,187.338308078032,3.30023102810441,—,48915.7335733573,1100,298,Single,2782.5,—,-5.06142857142854,—,—,13.6,—,Manual,—,358.609359933915,IN,—,4.254861111,12.6666666666667,—,Underseat compartment,83.5,8/4/2021
N624,KTM,Duke 390,BS6,2021,-198947.789713289,214.504302998844,9.6437903390339,17.0560038403841,104.332337233723,Electric,Yes,Automatic,No,9.59144969735315,63.1850225022503,140.341950195019,Adventure,Japan,2019.26451845185,,Alloy,Oil,Disc/Drum,2.97408271062302,187.475853053531,3.29752334563277,—,49010.0420042004,1100,—,Single,2790,—,-5.40428571428574,—,—,—,—,Manual,-1482.3,360.093572450409,IN,,—,—,—,Yes,86,8/5/2021
D625,BMW,S 1000 RR,Pro M Sport,2023,-199850.427688352,214.2092807988,9.63719939993999,17.0428834683469,104.340642064206,Electric,Yes,Automatic,No,9.58689116966269,63.1144734473448,140.367698769877,Sport,India,2019.26226822682,,Spoke,Air,Disc/Drum,2.97349104866159,187.61339802903,3.29481566316113,—,49104.3504350435,1100,,Single,2797.5,—,-5.74714285714284,—,—,5.%15,—,Manual,-1559.1,361.577784966903,IN,—,,10/7:13,—,No,88.5,—
O626,Suzuki,Gixxer SF,250 ABS,2020,-200753.065663414,213.914258598757,9.63060846084608,17.0297630963096,104.348946894689,Electric,Yes,Automatic,No,9.58233264197223,63.0439243924393,140.393447344734,Scooter,Austria,2019.2600180018,,Spoke,Oil,Drum,2.97289938670016,187.750943004529,3.29210798068948,—,49198.6588658866,—,276,Single,2805,—,-6.09000000000004,—,—,—,—,Manual,-1635.9,363.061997483396,IN,,22:05,—,—,—,—,
N627,Hero,Xtreme 160R,Stealth Edition,2022,-201655.703638477,213.619236398714,9.62401752175217,17.0166427242724,104.357251725173,Petrol,No,Automatic,No,9.57777411428177,62.9733753375338,140.419195919592,Sport,China,2019.25776777678,Euro5,Spoke,Air,Disc,2.97230772473874,187.888487980028,3.28940029821784,—,49292.9672967296,—,254,Single,2812.5,—,-6.43285714285714,-43.8575980368308,—,—,—,Manual,-1712.7,364.54620999989,IN,5/4/2021,36:78/+108,,—,Underseat compartment,,—
D628,Hero,Splendor Plus,i3S,2019,-202558.341613539,213.324214198671,9.61742658265826,17.0035223522352,104.365556555656,Electric,Yes,Automatic,Yes,9.57321558659131,62.9028262826283,140.444944494449,Sport,China,2019.25551755176,,Spoke,Oil,Disc/Drum,2.97171606277731,188.026032955527,3.2866926157462,—,49387.2757275727,—,—,Single,2820,—,—,-44.4771568603294,—,100.&17,—,Manual,—,366.030422516384,IN,5/5/2021,5.254861111,37.6666666666667,—,Underseat compartment,—,
O629,Kawasaki,Ninja 300,KRT Edition,2021,-203460.979588602,213.029191998627,9.61083564356435,16.990401980198,104.373861386139,Electric,Yes,Automatic,No,9.56865705890085,62.8322772277228,140.470693069307,Scooter,Austria,2019.25326732673,,Spoke,Liquid,Drum,2.97112440081588,188.163577931026,3.28398493327455,—,49481.5841584158,—,,Single,2827.5,—,—,-45.0967156838279,—,—,—,Manual,—,367.514635032878,IN,5/6/2021,—,38.6666666666667,—,Yes,91,9/1/2021
N630,Honda,CB350,DLX Pro,2022,-204363.617563664,212.734169798584,9.60424470447044,16.9772816081608,104.382166216622,Electric,Yes,Automatic,Yes,9.56409853121039,62.7617281728174,140.496441644164,Commuter,Austria,2019.25101710171,,Spoke,Air,Disc,2.97053273885445,188.301122906525,3.28127725080291,—,49575.8925892589,—,232,Single,2835,—,—,-45.7162745073264,—,14.6,—,Manual,—,368.998847549372,IN,5/7/2021,,39.6666666666667,—,No,93.5,9/2/2021
D631,Hero,Xtreme 160R,Stealth Edition,2021,-205266.255538727,212.439147598541,9.59765376537653,16.9641612361236,104.390471047105,Electric,Yes,Automatic,No,9.55954000351993,62.6911791179119,140.522190219022,Commuter,China,2019.24876687669,,Spoke,Air,Disc/Drum,2.96994107689302,188.438667882024,3.27856956833127,—,49670.201020102,—,210,Single,2842.5,—,—,-46.335833330825,—,—,—,Manual,—,370.483060065865,IN,5/8/2021,23:05,—,—,—,96,9/3/2021
O632,Honda,CB350,DLX Pro,2023,-206168.893513789,212.144125398498,9.59106282628262,16.9510408640864,104.398775877588,Electric,Yes,Automatic,No,9.55498147582948,62.6206300630064,140.547938793879,Commuter,India,2019.24651665167,,Alloy,Oil,Disc/Drum,2.9693494149316,188.576212857523,3.27586188585962,—,49764.5094509451,—,—,Single,2850,—,—,-46.9553921543235,—,5.%16,—,Manual,—,371.967272582359,IN,5/9/2021,36:78/+109,10/7:14,—,Underseat compartment,98.5,9/4/2021
N633,Suzuki,Gixxer SF,250 ABS,2022,-207071.531488852,211.849103198455,9.58447188718871,16.9379204920492,104.407080708071,Electric,Yes,Automatic,No,9.55042294813901,62.5500810081009,140.573687368737,Commuter,Japan,2019.24426642664,,Spoke,Liquid,Disc/Drum,2.96875775297017,188.713757833022,3.27315420338798,—,49858.8178817881,—,,Single,2857.5,—,—,-47.574950977822,—,—,—,Manual,102,373.451485098853,IN,—,11.254861111,—,—,Underseat compartment,—,9/5/2021
D634,KTM,RC 200,GP Edition,2022,-207974.169463914,211.554080998411,9.5778809480948,16.924800120012,104.415385538554,Electric,Yes,Automatic,Yes,9.54586442044855,62.4795319531954,140.599435943594,Adventure,India,2019.24201620162,,Spoke,Oil,Disc,2.96816609100874,188.85130280852,3.27044652091634,—,49953.1263126312,—,188,Single,2865,—,—,-48.1945098013205,—,—,—,Manual,—,374.935697615347,IN,,—,,—,Yes,,9/6/2021
O635,KTM,Duke 390,BS6,2022,-208876.807438977,211.259058798368,9.57129000900089,16.9116797479748,104.423690369037,Electric,Yes,Automatic,No,9.54130589275809,62.4089828982899,140.625184518452,Cruiser,Austria,2019.2397659766,,Alloy,Oil,Disc,2.96757442904731,188.988847784019,3.26773883844469,—,50047.4347434743,—,166,Single,2872.5,—,—,-48.8140686248191,—,100.&18,—,—,—,376.419910131841,IN,—,,61.6666666666667,—,No,—,—
N636,BMW,G 310 R,ABS,2022,-209779.445414039,210.964036598325,9.56469906990698,16.8985593759376,104.43199519952,Electric,Yes,Automatic,No,9.53674736506763,62.3384338433844,140.650933093309,Adventure,Austria,2019.23751575158,,Alloy,Liquid,Disc/Drum,2.96698276708588,189.126392759518,3.26503115597305,—,50141.7431743174,—,—,Single,2880,—,—,-49.4336274483176,—,—,—,,-2026.25,377.904122648334,IN,,0:05,64.1666666666667,—,—,101,8/6/2021
D637,Bajaj,Pulsar 150,Twin Disc,2022,-210682.083389102,210.669014398282,9.55810813081307,16.8854390039004,104.440300030003,Electric,Yes,Automatic,Yes,9.53218883737717,62.2678847884789,140.676681668167,Adventure,China,2019.23526552655,,Alloy,Air,Drum,2.96639110512446,189.263937735017,3.26232347350141,—,50236.0516051605,—,,Single,2887.5,—,—,-50.0531862718161,—,15.6,—,—,-2129,379.388335164828,IN,5/10/2021,36:78/+110,66.6666666666667,—,Underseat compartment,103.5,8/7/2021
O638,TVS,Apache RR 310,BTO Kit,2022,-211584.721364164,210.373992198238,9.55151719171916,16.8723186318632,104.448604860486,Electric,Yes,Automatic,Yes,9.52763030968671,62.1973357335734,140.702430243024,Commuter,Japan,2019.23301530153,,Spoke,Air,Disc,2.96579944316303,189.401482710516,3.25961579102976,—,50330.3600360036,—,144,Single,2895,—,—,-50.6727450953147,—,—,—,Automatic,-2231.75,380.872547681322,IN,5/11/2021,12.254861111,—,—,Underseat compartment,106,8/8/2021
N639,KTM,RC 200,GP Edition,2023,-212487.359339227,210.078969998195,9.54492625262525,16.859198259826,104.456909690969,Electric,Yes,Automatic,No,9.52307178199625,62.1267866786679,140.728178817882,Commuter,India,2019.23076507651,,Alloy,Liquid,Drum,2.9652077812016,189.539027686015,3.25690810855812,—,50424.6684668467,—,122,Single,2902.5,—,—,-51.2923039188132,—,5.%17,—,Automatic,-2334.5,382.356760197816,IN,5/12/2021,—,10/7:15,—,Yes,108.5,8/9/2021
D640,BMW,S 1000 RR,Pro M Sport,2022,-213389.997314289,209.783947798152,9.53833531353134,16.8460778877888,104.465214521452,Petrol,No,Automatic,Yes,9.51851325430579,62.0562376237625,140.753927392739,Commuter,Austria,2019.22851485148,Euro5,Alloy,Air,Disc/Drum,2.96461611924017,189.676572661514,3.25420042608648,—,50518.9768976897,—,—,Double,2910,—,—,-51.9118627423117,—,—,—,Manual,—,383.84097271431,IN,5/13/2021,,—,—,No,—,8/10/2021
O641,Harley-Davidson,Iron 883,Custom,2019,-214292.635289352,209.488925598109,9.53174437443744,16.8329575157516,104.473519351935,Electric,Yes,Automatic,Yes,9.51395472661534,61.985688568857,140.779675967597,Adventure,Austria,2019.22626462646,,Spoke,Air,Disc,2.96402445727874,189.814117637013,3.25149274361483,—,50613.2853285328,—,,double,2917.5,—,—,-52.5314215658102,—,—,—,Manual,—,385.325185230803,IN,5/14/2021,1:05,,—,—,,—
N642,Harley-Davidson,Iron 883,Custom,2018,-215195.273264414,209.193903398066,9.52515343534353,16.8198371437144,104.481824182418,Petrol,No,Automatic,No,9.50939619892488,61.9151395139515,140.805424542454,Commuter,Japan,2019.22401440144,Euro5,Spoke,Oil,Disc,2.96343279531732,189.951662612512,3.24878506114319,—,50707.5937593759,—,100,—,2925,—,—,-53.1509803893088,—,100.&19,—,Manual,—,386.809397747297,IN,5/15/2021,36:78/+111,85.6666666666667,—,Underseat compartment,—,
D643,BMW,S 1000 RR,Pro M Sport,2020,-216097.911239477,208.898881198022,9.51856249624962,16.8067167716772,104.490129012901,Electric,Yes,Automatic,No,9.50483767123441,61.844590459046,140.831173117312,Sport,Austria,2019.22176417642,,Alloy,Liquid,Disc/Drum,2.96284113335589,190.089207588011,3.24607737867155,—,50801.902190219,—,78,,2932.5,—,—,—,—,—,—,Manual,—,—,IN,—,8.254861111,89.6666666666667,—,Underseat compartment,111,—
O644,Harley-Davidson,Street 750,Standard,2018,-217000.549214539,208.603858997979,9.51197155715571,16.79359639964,104.498433843384,Electric,Yes,Automatic,Yes,9.50027914354394,61.7740414041405,140.856921692169,Adventure,Japan,2019.2195139514,,Spoke,Oil,Drum,2.96224947139446,190.22675256351,3.24336969619991,—,50896.2106210621,—,—,Single,2940,—,—,—,—,16.6,—,Manual,—,—,IN,,—,93.6666666666667,—,Yes,113.5,
N645,BMW,S 1000 RR,Pro M Sport,2023,-217903.187189602,208.308836797936,9.5053806180618,16.7804760276028,104.506738673867,Petrol,No,Manual,Yes,9.49572061585348,61.703492349235,140.882670267027,Adventure,Japan,2019.21726372637,Euro5,Alloy,Oil,Drum,2.96165780943303,190.364297539009,3.24066201372826,—,50990.5190519052,—,,Single,2947.5,—,—,—,—,—,—,Manual,108,—,IN,—,,—,—,No,116,9/7/2021
D646,Kawasaki,Ninja 300,KRT Edition,2020,-218805.825164664,208.013814597893,9.49878967896789,16.7673556555656,104.51504350435,Electric,Yes,Automatic,No,9.49116208816302,61.6329432943295,140.908418841884,Scooter,China,2019.21501350135,,Alloy,Air,Disc,2.9610661474716,190.501842514508,3.23795433125662,—,51084.8274827482,—,56,Double,2955,—,—,—,—,5.%18,—,Manual,—,—,IN,,2:05,10/7:16,—,—,118.5,9/8/2021
O647,Hero,Xtreme 160R,Stealth Edition,2023,-219708.463139727,207.718792397849,9.49219873987398,16.7542352835284,104.523348334833,Petrol,No,Manual,Yes,9.48660356047256,61.562394239424,140.934167416742,Adventure,Austria,2019.21276327633,Euro5,Spoke,Air,Drum,2.96047448551017,190.639387490007,3.23524664878498,—,51179.1359135913,—,34,double,2962.5,—,—,—,—,—,—,Manual,—,—,IN,5/16/2021,36:78/+112,—,—,Underseat compartment,—,9/9/2021
N648,Suzuki,Gixxer SF,250 ABS,2023,-220611.101114789,207.423770197806,9.48560780078007,16.7411149114912,104.531653165317,Electric,Yes,Automatic,Yes,9.4820450327821,61.4918451845185,140.959915991599,Cruiser,Austria,2019.21051305131,,Spoke,Liquid,Disc,2.95988282354875,190.776932465506,3.23253896631333,—,51273.4443444344,—,—,—,2970,—,—,—,—,—,—,Manual,-2570.2,—,IN,5/17/2021,14.254861111,,—,Underseat compartment,,9/10/2021
D649,Hero,Splendor Plus,i3S,2022,-221513.739089852,207.128747997763,9.47901686168616,16.727994539454,104.5399579958,Electric,Yes,Automatic,No,9.47748650509164,61.421296129613,140.985664566457,Adventure,Japan,2019.20826282628,,Spoke,Air,Drum,2.95929116158732,190.914477441005,3.22983128384169,—,51367.7527752775,—,,,—,—,—,—,—,100.&20,—,Manual,-2698.9,—,IN,5/18/2021,—,109.666666666667,—,Yes,—,9/11/2021
O650,TVS,Apache RTR 160 4V,Disc,2019,-222416.377064915,206.83372579772,9.47242592259225,16.7148741674168,104.548262826283,Electric,Yes,Automatic,Yes,9.47292797740118,61.3507470747075,141.011413141314,Cruiser,Austria,2019.20601260126,,Alloy,Liquid,Drum,2.95869949962589,191.052022416504,3.22712360137005,—,51462.0612061206,—,12,Single,—,—,—,—,—,—,—,Manual,-2827.6,—,IN,5/19/2021,,115.166666666667,—,No,121,9/12/2021
N651,Hero,Xtreme 160R,Stealth Edition,2022,-223319.015039977,206.538703597677,9.46583498349834,16.7017537953796,104.556567656766,Petrol,No,Automatic,Yes,9.46836944971072,61.2801980198021,141.037161716172,Scooter,Japan,2019.20376237624,Euro5,Spoke,Air,Disc,2.95810783766446,191.189567392003,3.2244159188984,—,51556.3696369637,—,-10,Single,—,—,—,—,—,17.6,—,Manual,-2956.3,—,IN,5/20/2021,3:05,120.666666666667,—,—,123.5,—
D652,Bajaj,Dominar 400,ABS,2021,-224221.65301504,206.243681397633,9.45924404440443,16.6886334233424,104.564872487249,Electric,Yes,Automatic,No,9.46381092202027,61.2096489648966,141.062910291029,Adventure,Austria,2019.20151215121,,Alloy,Liquid,Disc,2.95751617570303,191.327112367502,3.22170823642676,—,51650.6780678067,—,—,Double,—,—,—,—,—,—,—,Manual,—,—,IN,5/21/2021,36:78/+113,—,—,Underseat compartment,126,8/11/2021
O653,Suzuki,Gixxer SF,250 ABS,2021,-225124.290990102,205.94865919759,9.45265310531052,16.6755130513051,104.573177317732,Electric,Yes,Automatic,Yes,9.4592523943298,61.1390999099911,141.088658865887,Commuter,China,2019.19926192619,,Spoke,Oil,Disc/Drum,2.95692451374161,191.464657343001,3.21900055395512,—,51744.9864986498,—,,double,—,—,—,—,—,5.%19,—,—,—,—,IN,—,15.25486111,10/7:17,—,Underseat compartment,128.5,8/12/2021
N654,TVS,Apache RR 310,BTO Kit,2021,-226026.928965165,205.653636997547,9.44606216621661,16.6623926792679,104.581482148215,Electric,Yes,Automatic,No,9.45469386663934,61.0685508550856,141.114407440744,Sport,Austria,2019.19701170117,,Alloy,Liquid,Disc/Drum,2.95633285178018,191.6022023185,3.21629287148347,—,51839.2949294929,—,-32,—,—,—,—,—,—,—,—,,—,—,IN,,—,—,—,Yes,—,8/13/2021
D655,Royal Enfield,Himalayan,Standard,2019,-226929.566940227,205.358614797504,9.4394712271227,16.6492723072307,104.589786978698,Petrol,No,Manual,No,9.45013533894888,60.9980018001801,141.140156015601,Commuter,Austria,2019.19476147615,BS6,Alloy,Liquid,Disc,2.95574118981875,191.739747293999,3.21358518901183,—,51933.603360336,—,-54,,—,—,—,—,—,—,—,—,—,—,IN,—,,,—,No,,8/14/2021
O656,Harley-Davidson,Street 750,Standard,2018,-227832.20491529,205.063592597461,9.43288028802879,16.6361519351935,104.598091809181,Petrol,No,Automatic,No,9.44557681125842,60.9274527452746,141.165904590459,Commuter,China,2019.19251125113,BS6,Spoke,Oil,Disc/Drum,2.95514952785732,191.877292269498,3.21087750654019,—,52027.9117911791,—,—,Single,—,—,—,—,—,100.&21,—,Automatic,—,—,IN,,4:05,133.666666666667,—,—,—,8/15/2021
N657,Harley-Davidson,Iron 883,Custom,2017,-228734.842890352,204.768570397417,9.42628934893489,16.6230315631563,104.606396639664,Electric,Yes,Automatic,Yes,9.44101828356796,60.8569036903691,141.191653165316,Commuter,Austria,2019.1902610261,,Alloy,Oil,Drum,2.95455786589589,192.014837244997,3.20816982406854,—,52122.2202220222,—,,Single,—,—,—,—,—,—,—,Automatic,109,—,IN,5/22/2021,36:78/+114,140.666666666667,—,Underseat compartment,131,—
D658,Bajaj,Dominar 400,ABS,2022,-229637.480865415,204.473548197374,9.41969840984098,16.6099111911191,104.614701470147,Electric,Yes,Automatic,No,9.4364597558775,60.7863546354636,141.217401740174,Sport,Japan,2019.18801080108,,Spoke,Air,Disc,2.95396620393447,192.152382220495,3.2054621415969,—,52216.5286528653,—,-76,Double,—,—,—,—,—,18.6,—,Manual,—,—,IN,5/23/2021,11.25486111,147.666666666667,—,Underseat compartment,133.5,
O659,KTM,RC 200,GP Edition,2023,-230540.118840477,204.178525997331,9.41310747074707,16.5967908190819,104.62300630063,Electric,Yes,Automatic,Yes,9.43190122818704,60.7158055805581,141.243150315031,Commuter,India,2019.18576057606,,Spoke,Air,Disc,2.95337454197304,192.289927195994,3.20275445912526,—,52310.8370837083,—,-98,double,—,—,—,—,—,—,—,Manual,—,—,IN,5/24/2021,—,—,—,Yes,136,—
N660,Bajaj,Dominar 400,ABS,2019,-231442.75681554,203.883503797288,9.40651653165316,16.5836704470447,104.631311131113,Electric,Yes,Automatic,No,9.42734270049658,60.6452565256526,141.268898889889,Adventure,Japan,2019.18351035104,,Spoke,Air,Drum,2.95278288001161,192.427472171493,3.20004677665361,—,52405.1455145514,—,—,—,—,—,—,—,—,5.%20,—,Manual,-3114.15,—,IN,5/25/2021,,10/7:18,—,No,138.5,
D661,Yamaha,R15 V4,Racing Blue,2023,-232345.394790602,203.588481597244,9.39992559255925,16.5705500750075,104.639615961596,Electric,Yes,Automatic,No,9.42278417280613,60.5747074707472,141.294647464746,Sport,Japan,2019.18126012601,,Alloy,Oil,Drum,2.95219121805018,192.565017146992,3.19733909418197,—,52499.4539453945,—,,,—,—,—,—,—,—,—,Manual,-3268.8,—,IN,5/26/2021,5:05,—,—,—,—,9/13/2021
O662,BMW,S 1000 RR,Pro M Sport,2020,-233248.032765665,203.293459397201,9.39333465346534,16.5574297029703,104.647920792079,Electric,Yes,Automatic,No,9.41822564511567,60.5041584158417,141.320396039604,Cruiser,India,2019.17900990099,,Alloy,Liquid,Disc/Drum,2.95159955608875,192.702562122491,3.19463141171033,—,52593.7623762376,—,-120,Single,—,—,—,—,—,—,—,Manual,-3423.45,—,IN,5/27/2021,36:78/+115,,—,Underseat compartment,,9/14/2021
N663,Kawasaki,Z650,BS6,2022,-234150.670740727,202.998437197158,9.38674371437143,16.5443093309331,104.656225622562,Electric,Yes,Automatic,Yes,9.4136671174252,60.4336093609362,141.346144614461,Commuter,India,2019.17675967597,,Spoke,Oil,Drum,2.95100789412733,192.84010709799,3.19192372923869,—,52688.0708070807,—,-142,Single,—,—,—,—,—,100.&22,—,Manual,-3578.1,—,IN,—,12.25486111,157.666666666667,—,Underseat compartment,—,9/15/2021
D664,Yamaha,FZ-S FI,Version 3.0,2020,-235053.30871579,202.703414997115,9.38015277527752,16.5311889588959,104.664530453045,Electric,Yes,Automatic,No,9.40910858973474,60.3630603060307,141.371893189319,Commuter,Austria,2019.17450945094,,Spoke,Air,Disc/Drum,2.9504162321659,192.977652073489,3.18921604676704,—,52782.3792379238,—,—,Double,—,—,—,—,—,—,—,Manual,—,—,IN,,—,166.166666666667,—,Yes,141,9/16/2021
O665,Royal Enfield,Meteor 350,Fireball,2020,-235955.946690852,202.408392797072,9.37356183618361,16.5180685868587,104.672835283528,Petrol,No,Automatic,Yes,9.40455006204428,60.2925112511252,141.397641764176,Scooter,Austria,2019.17225922592,BS6,Spoke,Oil,Drum,2.94982457020447,193.115197048988,3.1865083642954,—,52876.6876687668,—,,double,—,—,—,—,—,19.6,—,Manual,—,—,IN,—,,174.666666666667,—,No,143.5,9/17/2021
N666,Suzuki,Gixxer SF,250 ABS,2023,-236858.584665915,202.113370597028,9.3669708970897,16.5049482148215,104.681140114011,Electric,Yes,Automatic,Yes,9.39999153435382,60.2219621962197,141.423390339034,Sport,India,2019.1700090009,,Spoke,Air,Disc/Drum,2.94923290824304,193.252742024487,3.18380068182376,—,52970.9960996099,—,-164,—,—,—,—,—,—,—,—,Manual,—,—,IN,,6:05,—,—,—,146,9/18/2021
